id_karyawan,nama,departemen,jam_kerja_sebulan,output_task,gaji_pokok
3163,Karyawan_3163,Developer,155,46,7000000
3164,Karyawan_3164,Designer,169,38,10000000
3165,Karyawan_3165,Admin,161,27,8000000
3166,Karyawan_3166,Admin,195,38,7000000
3167,Karyawan_3167,Marketing,182,42,8000000
3168,Karyawan_3168,Marketing,158,49,8500000
3169,Karyawan_3169,Admin,164,28,8500000
3170,Karyawan_3170,Developer,170,59,8500000
3171,Karyawan_3171,Designer,188,24,6000000
3172,Karyawan_3172,Developer,163,37,10000000
3173,Karyawan_3173,Admin,208,25,8500000
3174,Karyawan_3174,Developer,189,49,8500000
3175,Karyawan_3175,Marketing,178,22,8500000
3176,Karyawan_3176,Developer,195,33,7000000
3177,Karyawan_3177,Security,183,55,6000000
3178,Karyawan_3178,Designer,192,55,8000000
3179,Karyawan_3179,Admin,181,33,7000000
3180,Karyawan_3180,Security,156,31,8500000
3181,Karyawan_3181,Developer,179,42,6000000
3182,Karyawan_3182,Developer,175,59,6000000
3183,Karyawan_3183,Security,192,23,8000000
3184,Karyawan_3184,Designer,154,22,7000000
3185,Karyawan_3185,Marketing,180,29,7000000
3186,Karyawan_3186,Developer,188,31,6000000
3187,Karyawan_3187,Developer,167,58,8000000
3188,Karyawan_3188,Admin,169,30,6000000
3189,Karyawan_3189,Developer,175,36,10000000
3190,Karyawan_3190,Developer,182,57,7000000
3191,Karyawan_3191,Designer,172,41,10000000
3192,Karyawan_3192,Marketing,192,55,8000000
3193,Karyawan_3193,Designer,190,31,8000000
3194,Karyawan_3194,Security,186,51,8500000
3195,Karyawan_3195,Designer,178,21,8000000
3196,Karyawan_3196,Marketing,196,26,10000000
3197,Karyawan_3197,Developer,204,36,6000000
3198,Karyawan_3198,Marketing,162,36,8500000
3199,Karyawan_3199,Security,156,51,7000000
3200,Karyawan_3200,Marketing,188,59,8000000
3201,Karyawan_3201,Marketing,176,56,7000000
3202,Karyawan_3202,Developer,192,26,8000000
3203,Karyawan_3203,Designer,196,45,10000000
3204,Karyawan_3204,Designer,154,50,10000000
3205,Karyawan_3205,Admin,159,46,8000000
3206,Karyawan_3206,Designer,208,25,8500000
3207,Karyawan_3207,Security,168,20,6000000
3208,Karyawan_3208,Security,195,36,6000000
3209,Karyawan_3209,Designer,188,44,6000000
3210,Karyawan_3210,Admin,176,43,8000000
3211,Karyawan_3211,Designer,180,33,8000000
3212,Karyawan_3212,Developer,180,50,6000000
3213,Karyawan_3213,Admin,198,21,8500000
3214,Karyawan_3214,Security,150,35,8500000
3215,Karyawan_3215,Developer,177,42,7000000
3216,Karyawan_3216,Developer,153,33,8500000
3217,Karyawan_3217,Designer,163,50,10000000
3218,Karyawan_3218,Marketing,165,42,7000000
3219,Karyawan_3219,Admin,155,36,8500000
3220,Karyawan_3220,Developer,160,55,6000000
3221,Karyawan_3221,Marketing,197,46,8500000
3222,Karyawan_3222,Security,189,32,8500000
3223,Karyawan_3223,Security,150,48,7000000
3224,Karyawan_3224,Security,186,43,8500000
3225,Karyawan_3225,Designer,163,47,8000000
3226,Karyawan_3226,Marketing,176,41,10000000
3227,Karyawan_3227,Designer,201,30,10000000
3228,Karyawan_3228,Marketing,173,35,7000000
3229,Karyawan_3229,Designer,193,48,10000000
3230,Karyawan_3230,Developer,172,43,10000000
3231,Karyawan_3231,Admin,198,21,7000000
3232,Karyawan_3232,Developer,203,24,10000000
3233,Karyawan_3233,Marketing,189,36,7000000
3234,Karyawan_3234,Marketing,168,53,8000000
3235,Karyawan_3235,Admin,151,26,6000000
3236,Karyawan_3236,Admin,197,37,8000000
3237,Karyawan_3237,Designer,196,21,7000000
3238,Karyawan_3238,Marketing,152,33,8500000
3239,Karyawan_3239,Designer,175,48,8500000
3240,Karyawan_3240,Designer,155,35,8000000
3241,Karyawan_3241,Admin,205,43,8000000
3242,Karyawan_3242,Designer,177,30,8000000
3243,Karyawan_3243,Admin,199,31,7000000
3244,Karyawan_3244,Designer,209,44,8500000
3245,Karyawan_3245,Marketing,152,36,8500000
3246,Karyawan_3246,Designer,180,22,8000000
3247,Karyawan_3247,Marketing,204,34,8500000
3248,Karyawan_3248,Developer,198,43,10000000
3249,Karyawan_3249,Developer,157,51,6000000
3250,Karyawan_3250,Developer,184,39,8500000
3251,Karyawan_3251,Admin,159,20,8500000
3252,Karyawan_3252,Designer,164,47,8000000
3253,Karyawan_3253,Marketing,164,58,10000000
3254,Karyawan_3254,Security,169,39,8000000
3255,Karyawan_3255,Admin,209,35,8000000
3256,Karyawan_3256,Admin,151,33,8000000
3257,Karyawan_3257,Admin,168,53,6000000
3258,Karyawan_3258,Security,157,42,10000000
3259,Karyawan_3259,Marketing,209,23,8000000
3260,Karyawan_3260,Developer,185,47,10000000
3261,Karyawan_3261,Designer,157,27,7000000
3262,Karyawan_3262,Developer,194,31,10000000
3263,Karyawan_3263,Marketing,166,58,7000000
3264,Karyawan_3264,Developer,159,52,8500000
3265,Karyawan_3265,Security,155,54,6000000
3266,Karyawan_3266,Designer,166,59,8000000
3267,Karyawan_3267,Admin,190,37,6000000
3268,Karyawan_3268,Security,186,28,10000000
3269,Karyawan_3269,Designer,207,38,8500000
3270,Karyawan_3270,Admin,191,42,8500000
3271,Karyawan_3271,Marketing,189,46,7000000
3272,Karyawan_3272,Admin,182,34,8500000
3273,Karyawan_3273,Security,184,28,8000000
3274,Karyawan_3274,Security,175,21,7000000
3275,Karyawan_3275,Admin,193,29,6000000
3276,Karyawan_3276,Developer,208,24,8500000
3277,Karyawan_3277,Security,166,54,8500000
3278,Karyawan_3278,Marketing,164,56,10000000
3279,Karyawan_3279,Designer,162,47,8500000
3280,Karyawan_3280,Admin,180,44,8000000
3281,Karyawan_3281,Marketing,178,41,10000000
3282,Karyawan_3282,Marketing,161,46,8000000
3283,Karyawan_3283,Marketing,170,33,6000000
3284,Karyawan_3284,Developer,204,35,8500000
3285,Karyawan_3285,Admin,203,40,6000000
3286,Karyawan_3286,Security,187,43,6000000
3287,Karyawan_3287,Designer,173,37,6000000
3288,Karyawan_3288,Security,196,32,8500000
3289,Karyawan_3289,Marketing,204,41,7000000
3290,Karyawan_3290,Marketing,199,57,8500000
3291,Karyawan_3291,Marketing,191,43,6000000
3292,Karyawan_3292,Marketing,151,29,6000000
3293,Karyawan_3293,Marketing,155,39,6000000
3294,Karyawan_3294,Designer,186,33,8000000
3295,Karyawan_3295,Designer,166,50,6000000
3296,Karyawan_3296,Developer,208,52,6000000
3297,Karyawan_3297,Security,208,38,8000000
3298,Karyawan_3298,Admin,182,22,6000000
3299,Karyawan_3299,Developer,208,58,8000000
3300,Karyawan_3300,Security,174,55,8500000
3301,Karyawan_3301,Admin,191,39,7000000
3302,Karyawan_3302,Admin,167,54,10000000
3303,Karyawan_3303,Designer,158,40,8000000
3304,Karyawan_3304,Admin,167,46,8000000
3305,Karyawan_3305,Security,196,37,8500000
3306,Karyawan_3306,Admin,179,21,6000000
3307,Karyawan_3307,Developer,186,27,7000000
3308,Karyawan_3308,Security,174,55,8000000
3309,Karyawan_3309,Developer,201,56,10000000
3310,Karyawan_3310,Designer,201,50,10000000
3311,Karyawan_3311,Developer,183,29,6000000
3312,Karyawan_3312,Security,204,26,7000000
3313,Karyawan_3313,Developer,161,36,7000000
3314,Karyawan_3314,Marketing,160,43,6000000
3315,Karyawan_3315,Developer,182,42,8000000
3316,Karyawan_3316,Admin,150,41,10000000
3317,Karyawan_3317,Marketing,167,32,8000000
3318,Karyawan_3318,Security,206,35,8500000
3319,Karyawan_3319,Security,156,54,6000000
3320,Karyawan_3320,Admin,200,27,8500000
3321,Karyawan_3321,Admin,163,25,6000000
3322,Karyawan_3322,Security,199,46,10000000
3323,Karyawan_3323,Admin,172,22,6000000
3324,Karyawan_3324,Security,166,25,6000000
3325,Karyawan_3325,Admin,186,43,7000000
3326,Karyawan_3326,Marketing,166,23,8000000
3327,Karyawan_3327,Security,198,25,8500000
3328,Karyawan_3328,Security,160,51,7000000
3329,Karyawan_3329,Developer,191,27,10000000
3330,Karyawan_3330,Developer,160,54,8000000
3331,Karyawan_3331,Security,168,59,10000000
3332,Karyawan_3332,Admin,205,36,8500000
3333,Karyawan_3333,Marketing,178,27,7000000
3334,Karyawan_3334,Designer,157,50,8500000
3335,Karyawan_3335,Designer,193,29,8000000
3336,Karyawan_3336,Security,194,40,7000000
3337,Karyawan_3337,Security,170,28,6000000
3338,Karyawan_3338,Security,150,45,10000000
3339,Karyawan_3339,Security,154,39,6000000
3340,Karyawan_3340,Security,162,51,7000000
3341,Karyawan_3341,Admin,160,37,8500000
3342,Karyawan_3342,Security,151,46,8500000
3343,Karyawan_3343,Security,156,42,10000000
3344,Karyawan_3344,Marketing,181,24,8500000
3345,Karyawan_3345,Security,199,43,7000000
3346,Karyawan_3346,Security,189,48,8500000
3347,Karyawan_3347,Security,208,32,10000000
3348,Karyawan_3348,Designer,199,30,8500000
3349,Karyawan_3349,Admin,153,22,10000000
3350,Karyawan_3350,Developer,202,52,7000000
3351,Karyawan_3351,Developer,150,21,8500000
3352,Karyawan_3352,Developer,163,31,6000000
3353,Karyawan_3353,Designer,198,28,10000000
3354,Karyawan_3354,Marketing,201,51,10000000
3355,Karyawan_3355,Developer,172,40,8500000
3356,Karyawan_3356,Developer,183,43,6000000
3357,Karyawan_3357,Marketing,189,34,10000000
3358,Karyawan_3358,Designer,157,25,8000000
3359,Karyawan_3359,Marketing,166,29,8000000
3360,Karyawan_3360,Admin,191,23,6000000
3361,Karyawan_3361,Security,173,31,6000000
3362,Karyawan_3362,Security,194,45,7000000
3363,Karyawan_3363,Marketing,186,31,10000000
3364,Karyawan_3364,Developer,186,43,8000000
3365,Karyawan_3365,Developer,164,35,7000000
3366,Karyawan_3366,Developer,180,42,6000000
3367,Karyawan_3367,Marketing,202,25,6000000
3368,Karyawan_3368,Designer,186,31,6000000
3369,Karyawan_3369,Designer,154,49,6000000
3370,Karyawan_3370,Admin,157,21,6000000
3371,Karyawan_3371,Security,159,43,10000000
3372,Karyawan_3372,Admin,172,21,8500000
3373,Karyawan_3373,Marketing,173,38,10000000
3374,Karyawan_3374,Developer,160,38,10000000
3375,Karyawan_3375,Marketing,206,35,8000000
3376,Karyawan_3376,Developer,206,51,8000000
3377,Karyawan_3377,Developer,161,52,10000000
3378,Karyawan_3378,Designer,200,30,6000000
3379,Karyawan_3379,Security,166,35,8500000
3380,Karyawan_3380,Marketing,167,52,10000000
3381,Karyawan_3381,Admin,171,26,7000000
3382,Karyawan_3382,Admin,175,51,8000000
3383,Karyawan_3383,Security,179,51,8500000
3384,Karyawan_3384,Security,174,45,7000000
3385,Karyawan_3385,Admin,192,40,8000000
3386,Karyawan_3386,Marketing,197,40,8500000
3387,Karyawan_3387,Designer,178,29,10000000
3388,Karyawan_3388,Designer,201,50,7000000
3389,Karyawan_3389,Developer,155,52,8000000
3390,Karyawan_3390,Designer,207,32,8000000
3391,Karyawan_3391,Designer,179,30,7000000
3392,Karyawan_3392,Marketing,177,27,8500000
3393,Karyawan_3393,Security,166,35,6000000
3394,Karyawan_3394,Developer,174,58,10000000
3395,Karyawan_3395,Developer,177,44,10000000
3396,Karyawan_3396,Security,161,34,8500000
3397,Karyawan_3397,Designer,168,50,6000000
3398,Karyawan_3398,Security,169,26,10000000
3399,Karyawan_3399,Security,189,31,7000000
3400,Karyawan_3400,Developer,201,25,8500000
3401,Karyawan_3401,Security,185,59,8000000
3402,Karyawan_3402,Designer,209,30,6000000
3403,Karyawan_3403,Admin,205,26,8500000
3404,Karyawan_3404,Security,202,52,8500000
3405,Karyawan_3405,Marketing,196,22,10000000
3406,Karyawan_3406,Developer,160,38,7000000
3407,Karyawan_3407,Admin,155,29,8500000
3408,Karyawan_3408,Marketing,205,45,10000000
3409,Karyawan_3409,Marketing,191,30,7000000
3410,Karyawan_3410,Marketing,184,31,10000000
3411,Karyawan_3411,Security,177,54,6000000
3412,Karyawan_3412,Marketing,184,54,8000000
3413,Karyawan_3413,Designer,158,27,8500000
3414,Karyawan_3414,Designer,170,46,8000000
3415,Karyawan_3415,Designer,208,37,8500000
3416,Karyawan_3416,Developer,154,34,8000000
3417,Karyawan_3417,Admin,205,43,10000000
3418,Karyawan_3418,Security,194,47,8500000
3419,Karyawan_3419,Designer,175,45,10000000
3420,Karyawan_3420,Marketing,168,34,8500000
3421,Karyawan_3421,Admin,178,27,8500000
3422,Karyawan_3422,Marketing,160,21,8500000
3423,Karyawan_3423,Security,176,57,7000000
3424,Karyawan_3424,Designer,155,25,10000000
3425,Karyawan_3425,Designer,156,24,8000000
3426,Karyawan_3426,Security,152,42,10000000
3427,Karyawan_3427,Designer,161,33,10000000
3428,Karyawan_3428,Security,174,33,8000000
3429,Karyawan_3429,Developer,189,27,10000000
3430,Karyawan_3430,Marketing,170,36,7000000
3431,Karyawan_3431,Admin,207,30,8500000
3432,Karyawan_3432,Admin,163,24,8000000
3433,Karyawan_3433,Developer,162,30,7000000
3434,Karyawan_3434,Admin,178,50,6000000
3435,Karyawan_3435,Security,155,31,8000000
3436,Karyawan_3436,Admin,177,46,6000000
3437,Karyawan_3437,Security,204,22,10000000
3438,Karyawan_3438,Admin,199,24,8500000
3439,Karyawan_3439,Developer,195,34,6000000
3440,Karyawan_3440,Designer,192,23,7000000
3441,Karyawan_3441,Developer,154,36,8000000
3442,Karyawan_3442,Security,173,28,6000000
3443,Karyawan_3443,Security,170,38,8500000
3444,Karyawan_3444,Marketing,202,32,7000000
3445,Karyawan_3445,Admin,199,23,8000000
3446,Karyawan_3446,Marketing,197,27,10000000
3447,Karyawan_3447,Marketing,169,58,6000000
3448,Karyawan_3448,Admin,187,57,8000000
3449,Karyawan_3449,Developer,193,21,7000000
3450,Karyawan_3450,Security,170,26,7000000
3451,Karyawan_3451,Marketing,154,40,10000000
3452,Karyawan_3452,Security,177,25,6000000
3453,Karyawan_3453,Designer,166,27,8500000
3454,Karyawan_3454,Security,178,33,7000000
3455,Karyawan_3455,Marketing,195,49,10000000
3456,Karyawan_3456,Developer,158,39,10000000
3457,Karyawan_3457,Admin,201,40,7000000
3458,Karyawan_3458,Designer,201,29,10000000
3459,Karyawan_3459,Developer,189,31,6000000
3460,Karyawan_3460,Admin,205,44,7000000
3461,Karyawan_3461,Security,163,56,6000000
3462,Karyawan_3462,Developer,197,26,8500000
3463,Karyawan_3463,Marketing,156,56,8500000
3464,Karyawan_3464,Admin,167,44,10000000
3465,Karyawan_3465,Designer,194,28,10000000
3466,Karyawan_3466,Security,180,37,7000000
3467,Karyawan_3467,Admin,182,47,10000000
3468,Karyawan_3468,Security,167,25,10000000
3469,Karyawan_3469,Marketing,204,33,10000000
3470,Karyawan_3470,Admin,167,27,8500000
3471,Karyawan_3471,Marketing,207,35,6000000
3472,Karyawan_3472,Marketing,186,36,8000000
3473,Karyawan_3473,Designer,173,35,8000000
3474,Karyawan_3474,Designer,164,24,8500000
3475,Karyawan_3475,Admin,207,21,8500000
3476,Karyawan_3476,Developer,200,44,10000000
3477,Karyawan_3477,Admin,187,39,10000000
3478,Karyawan_3478,Marketing,166,43,8000000
3479,Karyawan_3479,Admin,199,28,8500000
3480,Karyawan_3480,Marketing,161,50,10000000
3481,Karyawan_3481,Marketing,205,42,7000000
3482,Karyawan_3482,Developer,179,33,6000000
3483,Karyawan_3483,Security,164,32,7000000
3484,Karyawan_3484,Security,181,26,8500000
3485,Karyawan_3485,Marketing,164,53,8000000
3486,Karyawan_3486,Security,152,58,8500000
3487,Karyawan_3487,Admin,193,31,8500000
3488,Karyawan_3488,Security,154,20,8500000
3489,Karyawan_3489,Marketing,209,57,10000000
3490,Karyawan_3490,Designer,203,53,6000000
3491,Karyawan_3491,Designer,153,40,6000000
3492,Karyawan_3492,Security,191,20,7000000
3493,Karyawan_3493,Security,159,27,10000000
3494,Karyawan_3494,Admin,157,27,10000000
3495,Karyawan_3495,Developer,205,52,10000000
3496,Karyawan_3496,Developer,197,58,10000000
3497,Karyawan_3497,Marketing,190,57,7000000
3498,Karyawan_3498,Developer,176,22,8500000
3499,Karyawan_3499,Security,163,34,6000000
3500,Karyawan_3500,Developer,171,59,7000000
3501,Karyawan_3501,Designer,190,40,7000000
3502,Karyawan_3502,Designer,165,29,7000000
3503,Karyawan_3503,Admin,201,42,10000000
3504,Karyawan_3504,Security,165,21,6000000
3505,Karyawan_3505,Admin,175,42,10000000
3506,Karyawan_3506,Developer,201,44,8000000
3507,Karyawan_3507,Designer,154,45,8500000
3508,Karyawan_3508,Developer,161,30,10000000
3509,Karyawan_3509,Admin,158,43,8000000
3510,Karyawan_3510,Marketing,168,35,7000000
3511,Karyawan_3511,Developer,169,39,10000000
3512,Karyawan_3512,Security,207,45,6000000
3513,Karyawan_3513,Admin,182,27,7000000
3514,Karyawan_3514,Marketing,167,53,10000000
3515,Karyawan_3515,Marketing,162,43,10000000
3516,Karyawan_3516,Security,207,53,10000000
3517,Karyawan_3517,Designer,208,57,8000000
3518,Karyawan_3518,Admin,171,32,10000000
3519,Karyawan_3519,Designer,176,35,10000000
3520,Karyawan_3520,Developer,155,48,6000000
3521,Karyawan_3521,Designer,206,40,7000000
3522,Karyawan_3522,Security,195,28,8000000
3523,Karyawan_3523,Designer,201,47,7000000
3524,Karyawan_3524,Designer,206,28,8500000
3525,Karyawan_3525,Developer,150,49,8000000
3526,Karyawan_3526,Security,156,53,6000000
3527,Karyawan_3527,Marketing,169,57,8000000
3528,Karyawan_3528,Designer,205,24,8000000
3529,Karyawan_3529,Security,172,35,10000000
3530,Karyawan_3530,Admin,166,57,8500000
3531,Karyawan_3531,Security,152,33,6000000
3532,Karyawan_3532,Admin,167,45,7000000
3533,Karyawan_3533,Developer,203,34,7000000
3534,Karyawan_3534,Marketing,182,26,8000000
3535,Karyawan_3535,Designer,191,51,10000000
3536,Karyawan_3536,Developer,186,28,6000000
3537,Karyawan_3537,Developer,199,25,7000000
3538,Karyawan_3538,Designer,189,22,6000000
3539,Karyawan_3539,Admin,179,32,8000000
3540,Karyawan_3540,Designer,201,27,8500000
3541,Karyawan_3541,Designer,166,34,10000000
3542,Karyawan_3542,Developer,206,20,8000000
3543,Karyawan_3543,Designer,197,28,10000000
3544,Karyawan_3544,Developer,162,56,8500000
3545,Karyawan_3545,Admin,193,30,8500000
3546,Karyawan_3546,Admin,187,25,8000000
3547,Karyawan_3547,Admin,159,59,10000000
3548,Karyawan_3548,Admin,184,32,7000000
3549,Karyawan_3549,Developer,150,37,8000000
3550,Karyawan_3550,Designer,176,55,7000000
3551,Karyawan_3551,Developer,160,33,8000000
3552,Karyawan_3552,Admin,179,31,10000000
3553,Karyawan_3553,Admin,193,36,8500000
3554,Karyawan_3554,Security,205,35,8500000
3555,Karyawan_3555,Developer,190,31,8500000
3556,Karyawan_3556,Designer,157,41,6000000
3557,Karyawan_3557,Security,191,59,8500000
3558,Karyawan_3558,Developer,155,57,8000000
3559,Karyawan_3559,Admin,202,32,8500000
3560,Karyawan_3560,Marketing,200,45,8500000
3561,Karyawan_3561,Security,184,45,6000000
3562,Karyawan_3562,Admin,188,44,8500000
3563,Karyawan_3563,Developer,199,37,8500000
3564,Karyawan_3564,Security,173,23,8500000
3565,Karyawan_3565,Developer,171,22,7000000
3566,Karyawan_3566,Security,202,58,8500000
3567,Karyawan_3567,Security,184,20,8500000
3568,Karyawan_3568,Marketing,160,39,6000000
3569,Karyawan_3569,Marketing,166,42,6000000
3570,Karyawan_3570,Developer,157,50,8500000
3571,Karyawan_3571,Security,205,43,10000000
3572,Karyawan_3572,Security,208,20,8000000
3573,Karyawan_3573,Designer,163,30,7000000
3574,Karyawan_3574,Developer,183,51,7000000
3575,Karyawan_3575,Security,164,57,8500000
3576,Karyawan_3576,Developer,173,50,8500000
3577,Karyawan_3577,Marketing,161,56,10000000
3578,Karyawan_3578,Designer,176,29,10000000
3579,Karyawan_3579,Developer,189,25,8500000
3580,Karyawan_3580,Admin,182,32,6000000
3581,Karyawan_3581,Designer,193,49,8500000
3582,Karyawan_3582,Designer,180,41,8500000
3583,Karyawan_3583,Security,179,50,6000000
3584,Karyawan_3584,Admin,157,37,7000000
3585,Karyawan_3585,Admin,186,48,7000000
3586,Karyawan_3586,Marketing,185,45,8500000
3587,Karyawan_3587,Developer,175,26,8500000
3588,Karyawan_3588,Developer,206,45,10000000
3589,Karyawan_3589,Security,181,50,8500000
3590,Karyawan_3590,Security,198,57,7000000
3591,Karyawan_3591,Marketing,183,22,10000000
3592,Karyawan_3592,Designer,179,25,7000000
3593,Karyawan_3593,Marketing,160,48,8500000
3594,Karyawan_3594,Developer,161,53,8500000
3595,Karyawan_3595,Designer,175,20,8500000
3596,Karyawan_3596,Developer,150,49,10000000
3597,Karyawan_3597,Security,155,34,7000000
3598,Karyawan_3598,Designer,189,47,6000000
3599,Karyawan_3599,Security,179,35,7000000
3600,Karyawan_3600,Security,159,21,7000000
3601,Karyawan_3601,Designer,205,54,7000000
3602,Karyawan_3602,Security,177,34,6000000
3603,Karyawan_3603,Admin,208,49,10000000
3604,Karyawan_3604,Admin,165,48,6000000
3605,Karyawan_3605,Developer,163,35,6000000
3606,Karyawan_3606,Marketing,182,51,8000000
3607,Karyawan_3607,Security,154,52,8500000
3608,Karyawan_3608,Admin,178,22,6000000
3609,Karyawan_3609,Security,161,23,7000000
3610,Karyawan_3610,Designer,198,27,6000000
3611,Karyawan_3611,Marketing,177,38,8000000
3612,Karyawan_3612,Security,152,33,10000000
3613,Karyawan_3613,Developer,194,49,7000000
3614,Karyawan_3614,Marketing,208,45,6000000
3615,Karyawan_3615,Developer,166,46,8500000
3616,Karyawan_3616,Security,163,46,8000000
3617,Karyawan_3617,Developer,190,35,8500000
3618,Karyawan_3618,Security,157,33,6000000
3619,Karyawan_3619,Admin,159,39,7000000
3620,Karyawan_3620,Admin,162,38,7000000
3621,Karyawan_3621,Designer,178,24,8500000
3622,Karyawan_3622,Marketing,150,23,8500000
3623,Karyawan_3623,Security,173,22,8000000
3624,Karyawan_3624,Marketing,202,21,8500000
3625,Karyawan_3625,Security,179,45,10000000
3626,Karyawan_3626,Admin,169,33,6000000
3627,Karyawan_3627,Admin,199,59,10000000
3628,Karyawan_3628,Marketing,193,48,7000000
3629,Karyawan_3629,Developer,201,39,10000000
3630,Karyawan_3630,Admin,181,44,8000000
3631,Karyawan_3631,Designer,151,24,6000000
3632,Karyawan_3632,Marketing,200,48,10000000
3633,Karyawan_3633,Developer,170,58,8000000
3634,Karyawan_3634,Designer,166,49,10000000
3635,Karyawan_3635,Developer,203,38,8500000
3636,Karyawan_3636,Designer,203,48,8000000
3637,Karyawan_3637,Designer,171,48,10000000
3638,Karyawan_3638,Developer,191,22,6000000
3639,Karyawan_3639,Marketing,187,28,10000000
3640,Karyawan_3640,Security,161,53,7000000
3641,Karyawan_3641,Developer,195,52,7000000
3642,Karyawan_3642,Admin,167,21,10000000
3643,Karyawan_3643,Security,188,32,10000000
3644,Karyawan_3644,Designer,175,56,10000000
3645,Karyawan_3645,Admin,194,43,6000000
3646,Karyawan_3646,Designer,181,27,8000000
3647,Karyawan_3647,Marketing,204,37,10000000
3648,Karyawan_3648,Developer,159,51,7000000
3649,Karyawan_3649,Designer,182,26,6000000
3650,Karyawan_3650,Developer,164,20,7000000
3651,Karyawan_3651,Developer,155,36,6000000
3652,Karyawan_3652,Marketing,196,45,7000000
3653,Karyawan_3653,Marketing,159,37,8000000
3654,Karyawan_3654,Admin,187,27,8000000
3655,Karyawan_3655,Designer,158,35,8000000
3656,Karyawan_3656,Security,157,37,6000000
3657,Karyawan_3657,Admin,163,30,8500000
3658,Karyawan_3658,Marketing,183,54,7000000
3659,Karyawan_3659,Designer,158,32,7000000
3660,Karyawan_3660,Developer,199,44,7000000
3661,Karyawan_3661,Admin,152,43,7000000
3662,Karyawan_3662,Designer,201,25,8000000
3663,Karyawan_3663,Marketing,162,31,8000000
3664,Karyawan_3664,Security,178,47,7000000
3665,Karyawan_3665,Admin,203,49,7000000
3666,Karyawan_3666,Security,202,59,7000000
3667,Karyawan_3667,Security,201,26,7000000
3668,Karyawan_3668,Developer,164,51,6000000
3669,Karyawan_3669,Developer,186,52,7000000
3670,Karyawan_3670,Developer,199,44,10000000
3671,Karyawan_3671,Security,195,21,7000000
3672,Karyawan_3672,Marketing,197,25,10000000
3673,Karyawan_3673,Designer,160,44,6000000
3674,Karyawan_3674,Designer,150,56,8500000
3675,Karyawan_3675,Admin,164,52,8500000
3676,Karyawan_3676,Developer,165,51,8000000
3677,Karyawan_3677,Marketing,195,33,10000000
3678,Karyawan_3678,Designer,175,52,7000000
3679,Karyawan_3679,Developer,183,21,7000000
3680,Karyawan_3680,Designer,158,25,7000000
3681,Karyawan_3681,Designer,167,56,8500000
3682,Karyawan_3682,Marketing,191,26,7000000
3683,Karyawan_3683,Marketing,173,58,10000000
3684,Karyawan_3684,Developer,169,49,8500000
3685,Karyawan_3685,Designer,153,45,6000000
3686,Karyawan_3686,Admin,177,56,7000000
3687,Karyawan_3687,Marketing,196,36,10000000
3688,Karyawan_3688,Marketing,203,42,8500000
3689,Karyawan_3689,Developer,155,41,8000000
3690,Karyawan_3690,Developer,180,28,6000000
3691,Karyawan_3691,Security,171,24,7000000
3692,Karyawan_3692,Designer,151,50,7000000
3693,Karyawan_3693,Admin,175,47,7000000
3694,Karyawan_3694,Security,170,30,10000000
3695,Karyawan_3695,Designer,181,31,8500000
3696,Karyawan_3696,Designer,167,28,8500000
3697,Karyawan_3697,Admin,175,30,8500000
3698,Karyawan_3698,Developer,200,20,7000000
3699,Karyawan_3699,Security,176,23,8000000
3700,Karyawan_3700,Designer,180,43,6000000
3701,Karyawan_3701,Admin,209,41,8500000
3702,Karyawan_3702,Admin,172,38,8500000
3703,Karyawan_3703,Admin,169,43,10000000
3704,Karyawan_3704,Developer,170,41,6000000
3705,Karyawan_3705,Designer,167,36,7000000
3706,Karyawan_3706,Designer,203,34,8500000
3707,Karyawan_3707,Marketing,199,45,7000000
3708,Karyawan_3708,Security,162,42,10000000
3709,Karyawan_3709,Marketing,182,49,8000000
3710,Karyawan_3710,Admin,185,30,7000000
3711,Karyawan_3711,Admin,190,43,8000000
3712,Karyawan_3712,Developer,151,51,7000000
3713,Karyawan_3713,Admin,153,37,8500000
3714,Karyawan_3714,Designer,167,57,7000000
3715,Karyawan_3715,Developer,156,59,8000000
3716,Karyawan_3716,Designer,161,53,10000000
3717,Karyawan_3717,Security,177,36,6000000
3718,Karyawan_3718,Admin,167,56,8500000
3719,Karyawan_3719,Admin,158,39,8500000
3720,Karyawan_3720,Admin,151,35,8500000
3721,Karyawan_3721,Security,185,35,8000000
3722,Karyawan_3722,Marketing,155,33,6000000
3723,Karyawan_3723,Security,172,40,8500000
3724,Karyawan_3724,Marketing,183,58,8500000
3725,Karyawan_3725,Developer,165,59,6000000
3726,Karyawan_3726,Developer,203,55,8000000
3727,Karyawan_3727,Marketing,184,51,10000000
3728,Karyawan_3728,Designer,169,26,8000000
3729,Karyawan_3729,Designer,186,34,8500000
3730,Karyawan_3730,Marketing,169,40,8000000
3731,Karyawan_3731,Marketing,191,42,8000000
3732,Karyawan_3732,Designer,192,24,10000000
3733,Karyawan_3733,Marketing,174,54,10000000
3734,Karyawan_3734,Developer,197,40,8000000
3735,Karyawan_3735,Designer,187,38,8000000
3736,Karyawan_3736,Marketing,184,24,6000000
3737,Karyawan_3737,Designer,154,24,10000000
3738,Karyawan_3738,Security,175,46,7000000
3739,Karyawan_3739,Developer,188,34,8500000
3740,Karyawan_3740,Designer,166,55,6000000
3741,Karyawan_3741,Designer,160,41,8500000
3742,Karyawan_3742,Designer,195,43,10000000
3743,Karyawan_3743,Security,152,41,8500000
3744,Karyawan_3744,Security,172,53,10000000
